"seqnames"	"start"	"end"	"width"	"strand"	"EnsemblID"	"Symbol"	"CTCF"
"chr1"	247450983	247452982	2000	"-"	"ENSG00000177535"	"OR2B11"	2
"chr5"	88903258	88905257	2000	"-"	"ENSG00000081189"	"MEF2C"	1
"chr19"	56120281	56122280	2000	"-"	"ENSG00000142409"	"ZNF787"	1
"chr19"	3538154	3540153	2000	"+"	"ENSG00000183397"	"C19orf71"	8
"chr1"	224436034	224438033	2000	"-"	"ENSG00000162923"	"WDR26"	2
"chr10"	73781047	73783046	2000	"+"	"ENSG00000172586"	"CHCHD1"	2
"chr2"	25167904	25169903	2000	"-"	"ENSG00000115138"	"POMC"	3
"chr20"	32051188	32053187	2000	"+"	"ENSG00000101336"	"HCK"	6
"chrX"	120157561	120159560	2000	"+"	"ENSG00000131721"	"RHOXF2"	2
"chr8"	144106726	144108725	2000	"+"	"ENSG00000179698"	"KIAA1875"	6
"chr9"	119368468	119370467	2000	"-"	"ENSG00000078725"	"BRINP1"	3
"chr2"	85560562	85562561	2000	"+"	"ENSG00000118640"	"VAMP8"	4
"chr19"	48754559	48756558	2000	"+"	"ENSG00000105550"	"FGF21"	3
"chrX"	105219675	105221674	2000	"-"	"ENSG00000268629"	"TEX13A"	0
"chr11"	130068837	130070836	2000	"+"	"ENSG00000084234"	"APLP2"	4
"chr10"	117240093	117242092	2000	"+"	"ENSG00000165646"	"SLC18A2"	0
"chr6"	111482716	111484715	2000	"-"	"ENSG00000009413"	"REV3L"	2
"chr1"	31763894	31765893	2000	"-"	"ENSG00000121753"	"ADGRB2"	0
"chrX"	108438844	108440843	2000	"+"	"ENSG00000188153"	"COL4A5"	0
"chr19"	40464841	40466840	2000	"-"	"ENSG00000090013"	"BLVRB"	4
"chr1"	212034543	212036542	2000	"-"	"ENSG00000143493"	"INTS7"	8
"chr11"	113903677	113905676	2000	"+"	"ENSG00000149305"	"HTR3B"	0
"chr13"	49246925	49248924	2000	"+"	"ENSG00000102543"	"CDADC1"	0
"chr13"	39037077	39039076	2000	"-"	"ENSG00000120685"	"PROSER1"	3
"chr6"	101397788	101399787	2000	"+"	"ENSG00000164418"	"GRIK2"	5
"chr6"	149922122	149924121	2000	"-"	"ENSG00000203722"	"RAET1G"	1
"chr17"	7262984	7264983	2000	"-"	"ENSG00000181885"	"CLDN7"	3
"chr11"	71452109	71454108	2000	"+"	"ENSG00000172890"	"NADSYN1"	0
"chr1"	77281051	77283050	2000	"+"	"ENSG00000154027"	"AK5"	3
"chr8"	89756747	89758746	2000	"+"	"ENSG00000104312"	"RIPK2"	0
"chr1"	153967185	153969184	2000	"-"	"ENSG00000143570"	"SLC39A1"	4
"chr9"	92324484	92326483	2000	"+"	"ENSG00000188312"	"CENPP"	1
"chr19"	3573291	3575290	2000	"-"	"ENSG00000161091"	"MFSD12"	5
"chr1"	26431282	26433281	2000	"+"	"ENSG00000117682"	"DHDDS"	78
"chr19"	50364831	50366830	2000	"-"	"ENSG00000131400"	"NAPSA"	36
"chr1"	165444356	165446355	2000	"-"	"ENSG00000143171"	"RXRG"	2
"chr9"	114098228	114100227	2000	"-"	"ENSG00000136883"	"KIF12"	1
"chr1"	1890118	1892117	2000	"-"	"ENSG00000078369"	"GNB1"	105
"chr7"	16880988	16882987	2000	"-"	"ENSG00000173467"	"AGR3"	1
"chrX"	152697752	152699751	2000	"+"	"ENSG00000221867"	"MAGEA3"	2
"chr6"	73460578	73462577	2000	"+"	"ENSG00000135297"	"MTO1"	2
"chr7"	105398309	105400308	2000	"-"	"ENSG00000135250"	"SRPK2"	6
"chr5"	10307027	10309026	2000	"-"	"ENSG00000164237"	"CMBL"	15
"chr11"	49207671	49209670	2000	"-"	"ENSG00000086205"	"FOLH1"	0
"chr10"	69268984	69270983	2000	"+"	"ENSG00000156515"	"HK1"	0
"chr19"	56131599	56133598	2000	"+"	"ENSG00000167685"	"ZNF444"	0
"chr19"	50332516	50334515	2000	"-"	"ENSG00000131398"	"KCNC3"	3
"chr5"	112706498	112708497	2000	"+"	"ENSG00000134982"	"APC"	3
"chr3"	129605819	129607818	2000	"-"	"ENSG00000004399"	"PLXND1"	1
"chr4"	143335762	143337761	2000	"+"	"ENSG00000109458"	"GAB1"	1
"chr8"	113436100	113438099	2000	"-"	"ENSG00000164796"	"CSMD3"	2
"chr9"	113400334	113402333	2000	"-"	"ENSG00000148218"	"ALAD"	14
"chr1"	19250553	19252552	2000	"-"	"ENSG00000127463"	"EMC1"	8
"chr9"	97306304	97308303	2000	"+"	"ENSG00000197816"	"CCDC180"	0
"chr1"	7953291	7955290	2000	"+"	"ENSG00000116288"	"PARK7"	5
"chr19"	49589263	49591262	2000	"-"	"ENSG00000142546"	"NOSIP"	3
"chr6"	43181175	43183174	2000	"+"	"ENSG00000112659"	"CUL9"	0
"chr13"	32427179	32429178	2000	"-"	"ENSG00000139597"	"N4BP2L1"	2
"chr21"	32278070	32280069	2000	"-"	"ENSG00000159055"	"MIS18A"	1
"chr4"	112515173	112517172	2000	"-"	"ENSG00000178403"	"NEUROG2"	4
"chr5"	132294316	132296315	2000	"-"	"ENSG00000072682"	"P4HA2"	2
"chr12"	68685734	68687733	2000	"+"	"ENSG00000111581"	"NUP107"	2
"chr1"	51518329	51520328	2000	"-"	"ENSG00000085832"	"EPS15"	1
"chr1"	45338670	45340669	2000	"+"	"ENSG00000132773"	"TOE1"	3
"chr3"	127914232	127916231	2000	"+"	"ENSG00000187715"	"KBTBD12"	4
"chr4"	15001674	15003673	2000	"+"	"ENSG00000137449"	"CPEB2"	17
"chr6"	22296502	22298501	2000	"-"	"ENSG00000172179"	"PRL"	1
"chr3"	52287021	52289020	2000	"-"	"ENSG00000164091"	"WDR82"	2
"chr7"	32298330	32300329	2000	"-"	"ENSG00000154678"	"PDE1C"	0
"chr15"	88620296	88622295	2000	"+"	"ENSG00000181026"	"AEN"	0
"chr10"	102502987	102504986	2000	"+"	"ENSG00000107882"	"SUFU"	48
"chr15"	78130545	78132544	2000	"-"	"ENSG00000136425"	"CIB2"	2
"chr21"	46097097	46099096	2000	"+"	"ENSG00000142173"	"COL6A2"	2
"chrX"	37348330	37350329	2000	"+"	"ENSG00000250349"	"RP5-972B16.2"	2
"chr5"	22852623	22854622	2000	"-"	"ENSG00000154162"	"CDH12"	0
"chr2"	219244455	219246454	2000	"+"	"ENSG00000115661"	"STK16"	1
"chrX"	101218769	101220768	2000	"+"	"ENSG00000102385"	"DRP2"	0
"chr9"	124450600	124452599	2000	"+"	"ENSG00000180264"	"ADGRD2"	5
"chr17"	36590798	36592797	2000	"+"	"ENSG00000278535"	"DHRS11"	3
"chr19"	44776869	44778868	2000	"+"	"ENSG00000142273"	"CBLC"	5
"chr9"	109497314	109499313	2000	"-"	"ENSG00000070159"	"PTPN3"	1
"chr22"	24416879	24418878	2000	"+"	"ENSG00000128271"	"ADORA2A"	3
"chr18"	74291017	74293016	2000	"-"	"ENSG00000166347"	"CYB5A"	3
"chr9"	122526297	122528296	2000	"-"	"ENSG00000171505"	"OR1N1"	0
"chr3"	195910946	195912945	2000	"-"	"ENSG00000061938"	"TNK2"	2
"chr17"	47521942	47523941	2000	"+"	"ENSG00000141279"	"NPEPPS"	3
"chrX"	38219925	38221924	2000	"-"	"ENSG00000101955"	"SRPX"	2
"chr13"	94478683	94480682	2000	"-"	"ENSG00000080166"	"DCT"	4
"chr16"	23452181	23454180	2000	"-"	"ENSG00000168434"	"COG7"	0
"chr6"	33452970	33454969	2000	"+"	"ENSG00000213588"	"ZBTB9"	0
"chr10"	133625796	133627795	2000	"-"	"ENSG00000225899"	"FRG2B"	3
"chr21"	38120451	38122450	2000	"+"	"ENSG00000198054"	"DSCR8"	8
"chr6"	149748443	149750442	2000	"+"	"ENSG00000120265"	"PCMT1"	1
"chr10"	87356668	87358667	2000	"+"	"ENSG00000214562"	"NUTM2D"	2
"chr6"	31659773	31661772	2000	"-"	"ENSG00000204439"	"C6orf47"	3
"chr17"	80414165	80416164	2000	"+"	"ENSG00000173818"	"ENDOV"	3
"chr20"	62230922	62232921	2000	"+"	"ENSG00000130703"	"OSBPL2"	1
"chr6"	25278078	25280077	2000	"+"	"ENSG00000079691"	"LRRC16A"	108
"chr18"	24425616	24427615	2000	"+"	"ENSG00000154059"	"IMPACT"	4
"chr14"	44506280	44508279	2000	"-"	"ENSG00000189139"	"FSCB"	1
"chr19"	16659443	16661442	2000	"-"	"ENSG00000214046"	"SMIM7"	0
"chr4"	139014789	139016788	2000	"+"	"ENSG00000151014"	"NOCT"	6
"chr8"	86087622	86089621	2000	"-"	"ENSG00000147613"	"PSKH2"	9
"chrX"	154584143	154586142	2000	"+"	"ENSG00000268651"	"CTAG1A"	0
"chr7"	144002929	144004928	2000	"+"	"ENSG00000221813"	"OR6B1"	0
"chrX"	110001631	110003630	2000	"+"	"ENSG00000157600"	"TMEM164"	1
"chr10"	37601975	37603974	2000	"-"	"ENSG00000256892"	"MTRNR2L7"	5
"chr15"	23446235	23448234	2000	"-"	"ENSG00000174450"	"GOLGA6L2"	0
"chr19"	49960173	49962172	2000	"-"	"ENSG00000161640"	"SIGLEC11"	3
"chr3"	183824595	183826594	2000	"-"	"ENSG00000180834"	"MAP6D1"	1
"chr3"	42652684	42654683	2000	"+"	"ENSG00000114853"	"ZBTB47"	3
"chr5"	41070343	41072342	2000	"-"	"ENSG00000171495"	"MROH2B"	3
"chr12"	32754903	32756902	2000	"-"	"ENSG00000139131"	"YARS2"	1
"chr16"	2816180	2818179	2000	"+"	"ENSG00000007038"	"PRSS21"	1
"chr4"	185394900	185396899	2000	"-"	"ENSG00000109771"	"LRP2BP"	31
"chr11"	3644128	3646127	2000	"+"	"ENSG00000129744"	"ART1"	3
"chr16"	88685494	88687493	2000	"-"	"ENSG00000185669"	"SNAI3"	1
"chrY"	9526880	9528879	2000	"+"	"ENSG00000236424"	"TSPY10"	0
"chr18"	11980025	11982024	2000	"+"	"ENSG00000141401"	"IMPA2"	29
"chr19"	3801130	3803129	2000	"-"	"ENSG00000007264"	"MATK"	27
"chr11"	79439949	79441948	2000	"-"	"ENSG00000149256"	"TENM4"	1
"chrX"	51742431	51744430	2000	"+"	"ENSG00000189369"	"GSPT2"	0
"chr16"	89700706	89702705	2000	"-"	"ENSG00000158792"	"SPATA2L"	0
"chr12"	43550922	43552921	2000	"-"	"ENSG00000173157"	"ADAMTS20"	1
"chr3"	69083944	69085943	2000	"+"	"ENSG00000144746"	"ARL6IP5"	2
"chr19"	51224064	51226063	2000	"+"	"ENSG00000105383"	"CD33"	27
"chr10"	95999091	96001090	2000	"+"	"ENSG00000188649"	"CC2D2B"	0
"chr16"	4957317	4959316	2000	"+"	"ENSG00000103184"	"SEC14L5"	1
"chr1"	160342272	160344271	2000	"+"	"ENSG00000162736"	"NCSTN"	2
"chr17"	76731978	76733977	2000	"+"	"ENSG00000267168"	"RP11-318A15.7"	4
"chr10"	86520816	86522815	2000	"-"	"ENSG00000062650"	"WAPAL"	0
"chr1"	145926258	145928257	2000	"+"	"ENSG00000280778"	"CH17-270A2.2"	0
"chr6"	44245166	44247165	2000	"+"	"ENSG00000096384"	"HSP90AB1"	2
"chr15"	66385817	66387816	2000	"+"	"ENSG00000169032"	"MAP2K1"	1
"chr19"	56175020	56177019	2000	"+"	"ENSG00000197487"	"GALP"	1
"chr17"	12019824	12021823	2000	"+"	"ENSG00000065559"	"MAP2K4"	1
"chrX"	70422031	70424030	2000	"+"	"ENSG00000130055"	"GDPD2"	0
"chr6"	31356159	31358158	2000	"-"	"ENSG00000204525"	"HLA-C"	0
"chr20"	31367618	31369617	2000	"+"	"ENSG00000131068"	"DEFB118"	7
"chr17"	7243636	7245635	2000	"-"	"ENSG00000262526"	"CTD-2545G14.7"	1
"chr1"	23530221	23532220	2000	"-"	"ENSG00000007968"	"E2F2"	3
"chr11"	64589641	64591640	2000	"+"	"ENSG00000197891"	"SLC22A12"	4
"chr10"	96042394	96044393	2000	"+"	"ENSG00000107443"	"CCNJ"	2
"chr10"	13160554	13162553	2000	"+"	"ENSG00000065328"	"MCM10"	2
"chr5"	132865885	132867884	2000	"-"	"ENSG00000164404"	"GDF9"	1
"chr16"	88662162	88664161	2000	"-"	"ENSG00000167508"	"MVD"	1
"chr19"	13952393	13954392	2000	"-"	"ENSG00000132000"	"PODNL1"	10
"chr13"	73053976	73055975	2000	"+"	"ENSG00000102554"	"KLF5"	0
"chr7"	45111048	45113047	2000	"-"	"ENSG00000136270"	"TBRG4"	8
"chr10"	47490694	47492693	2000	"-"	"ENSG00000189090"	"FAM25G"	0
"chr4"	139176219	139178218	2000	"-"	"ENSG00000109381"	"ELF2"	2
"chr22"	17627819	17629818	2000	"-"	"ENSG00000131100"	"ATP6V1E1"	1
"chr10"	70601776	70603775	2000	"-"	"ENSG00000180644"	"PRF1"	0
"chr12"	10825359	10827358	2000	"-"	"ENSG00000121318"	"TAS2R10"	164
"chr11"	123884643	123886642	2000	"-"	"ENSG00000204300"	"TMEM225"	0
"chr11"	116828706	116830705	2000	"+"	"ENSG00000110245"	"APOC3"	1
"chr12"	11061295	11063294	2000	"-"	"ENSG00000226761"	"TAS2R46"	3
"chr7"	103343874	103345873	2000	"-"	"ENSG00000105821"	"DNAJC2"	1
"chr19"	50328653	50330652	2000	"+"	"ENSG00000131408"	"NR1H2"	0
"chr17"	76725830	76727829	2000	"+"	"ENSG00000181038"	"METTL23"	1
"chr11"	123905146	123907145	2000	"+"	"ENSG00000181518"	"OR8D4"	1
"chr15"	65075816	65077815	2000	"+"	"ENSG00000234438"	"KBTBD13"	0
"chr8"	116937199	116939198	2000	"+"	"ENSG00000205002"	"AARD"	1
"chr20"	45790933	45792932	2000	"-"	"ENSG00000124116"	"WFDC3"	1
"chr1"	220747225	220749224	2000	"+"	"ENSG00000117791"	"MARC2"	0
"chr19"	23757892	23759891	2000	"-"	"ENSG00000196172"	"ZNF681"	1
"chr16"	67659816	67661815	2000	"-"	"ENSG00000102977"	"ACD"	1
"chr15"	88635153	88637152	2000	"+"	"ENSG00000172183"	"ISG20"	1
"chr10"	95906603	95908602	2000	"+"	"ENSG00000173088"	"C10orf131"	5
"chr21"	30589398	30591397	2000	"-"	"ENSG00000206106"	"KRTAP22-2"	0
"chr21"	30591440	30593439	2000	"+"	"ENSG00000212938"	"KRTAP6-3"	1
"chr1"	145917838	145919837	2000	"-"	"ENSG00000131779"	"PEX11B"	0
"chr11"	123938543	123940542	2000	"+"	"ENSG00000171014"	"OR4D5"	162
"chr8"	104338087	104340086	2000	"+"	"ENSG00000164935"	"DCSTAMP"	0
"chr17"	6754447	6756446	2000	"+"	"ENSG00000132530"	"XAF1"	0
"chr15"	80778343	80780342	2000	"+"	"ENSG00000103888"	"CEMIP"	5
"chr3"	100608589	100610588	2000	"+"	"ENSG00000144820"	"ADGRG7"	30
"chr7"	38177222	38179221	2000	"+"	"ENSG00000010270"	"STARD3NL"	1
"chr10"	86365494	86367493	2000	"-"	"ENSG00000182771"	"GRID1"	2
"chr9"	15421704	15423703	2000	"+"	"ENSG00000164975"	"SNAPC3"	21
"chr1"	27365893	27367892	2000	"-"	"ENSG00000142733"	"MAP3K6"	3
"chr4"	159103178	159105177	2000	"+"	"ENSG00000109756"	"RAPGEF2"	3
"chr5"	173887280	173889279	2000	"+"	"ENSG00000113742"	"CPEB4"	1
"chr12"	11170599	11172598	2000	"-"	"ENSG00000275778"	"PRH1-PRR4"	0
"chr2"	106062246	106064245	2000	"+"	"ENSG00000119147"	"C2orf40"	0
"chr19"	12834429	12836428	2000	"-"	"ENSG00000132026"	"RTBDN"	5
"chr12"	55635860	55637859	2000	"+"	"ENSG00000175398"	"OR10P1"	3
"chr11"	123942874	123944873	2000	"-"	"ENSG00000181499"	"OR6T1"	1
"chr14"	26596755	26598754	2000	"-"	"ENSG00000139910"	"NOVA1"	2
"chr13"	99085626	99087625	2000	"-"	"ENSG00000088387"	"DOCK9"	1
"chr2"	222655338	222657337	2000	"-"	"ENSG00000116120"	"FARSB"	1
"chr6"	150367892	150369891	2000	"+"	"ENSG00000009765"	"IYD"	2
"chr11"	64245942	64247941	2000	"-"	"ENSG00000173457"	"PPP1R14B"	0
"chr6"	12007762	12009761	2000	"+"	"ENSG00000095951"	"HIVEP1"	10
"chrX"	154427632	154429631	2000	"+"	"ENSG00000071553"	"ATP6AP1"	0
"chr22"	39013363	39015362	2000	"+"	"ENSG00000243811"	"APOBEC3D"	4
"chr6"	136921264	136923263	2000	"+"	"ENSG00000182747"	"SLC35D3"	3
"chr9"	74887095	74889094	2000	"-"	"ENSG00000119121"	"TRPM6"	7
"chr10"	60732491	60734490	2000	"-"	"ENSG00000151150"	"ANK3"	0
"chr8"	85986323	85988322	2000	"+"	"ENSG00000147614"	"ATP6V0D2"	2
"chr17"	21213625	21215624	2000	"-"	"ENSG00000178307"	"TMEM11"	7
"chr1"	86423086	86425085	2000	"+"	"ENSG00000137975"	"CLCA2"	1
"chr1"	45490167	45492166	2000	"-"	"ENSG00000070759"	"TESK2"	1
"chr22"	20015809	20017808	2000	"-"	"ENSG00000099889"	"ARVCF"	3
"chr8"	22108420	22110419	2000	"-"	"ENSG00000275074"	"NUDT18"	12
"chr17"	50093737	50095736	2000	"+"	"ENSG00000005882"	"PDK2"	0
"chr3"	184017016	184019015	2000	"-"	"ENSG00000114770"	"ABCC5"	5
"chr15"	101723605	101725604	2000	"-"	"ENSG00000185418"	"TARSL2"	1
"chr6"	41753110	41755109	2000	"-"	"ENSG00000096088"	"PGC"	275
"chr4"	121696114	121698113	2000	"-"	"ENSG00000164111"	"ANXA5"	1
"chr4"	185203237	185205236	2000	"+"	"ENSG00000109762"	"SNX25"	4
"chr2"	131092461	131094460	2000	"-"	"ENSG00000152102"	"FAM168B"	5
"chr1"	201376763	201378762	2000	"-"	"ENSG00000118194"	"TNNT2"	292
"chr3"	48609977	48611976	2000	"-"	"ENSG00000010256"	"UQCRC1"	4
"chr8"	37694751	37696750	2000	"+"	"ENSG00000183779"	"ZNF703"	5
"chr20"	37520215	37522214	2000	"+"	"ENSG00000053438"	"NNAT"	4
"chr9"	129080100	129082099	2000	"+"	"ENSG00000167130"	"DOLPP1"	0
"chr1"	88991961	88993960	2000	"-"	"ENSG00000213516"	"RBMXL1"	2
"chr8"	7538628	7540627	2000	"+"	"ENSG00000255251"	"PRR23D1"	0
"chr16"	56624475	56626474	2000	"+"	"ENSG00000169715"	"MT1E"	3
"chr13"	113121814	113123813	2000	"+"	"ENSG00000126218"	"F10"	1
"chr6"	24808799	24810798	2000	"-"	"ENSG00000282804"	"RP3-369A17.6"	1
"chr4"	68446449	68448448	2000	"+"	"ENSG00000087128"	"TMPRSS11E"	2
"chr12"	11133645	11135644	2000	"-"	"ENSG00000256188"	"TAS2R30"	2
"chr20"	45305851	45307850	2000	"+"	"ENSG00000124232"	"RBPJL"	4
"chr7"	81769439	81771438	2000	"-"	"ENSG00000019991"	"HGF"	5
"chr21"	46322876	46324875	2000	"-"	"ENSG00000160298"	"C21orf58"	5
"chr22"	21651270	21653269	2000	"+"	"ENSG00000100023"	"PPIL2"	0
"chr1"	88683222	88685221	2000	"+"	"ENSG00000065243"	"PKN2"	0
"chr2"	162151405	162153404	2000	"-"	"ENSG00000115263"	"GCG"	0
"chr6"	34465061	34467060	2000	"+"	"ENSG00000124507"	"PACSIN1"	3
"chr2"	113755824	113757823	2000	"-"	"ENSG00000115084"	"SLC35F5"	1
"chr13"	77696854	77698853	2000	"+"	"ENSG00000139737"	"SLAIN1"	2
"chr2"	8677845	8679844	2000	"+"	"ENSG00000115738"	"ID2"	1
"chr1"	237889923	237891922	2000	"-"	"ENSG00000116996"	"ZP4"	2
"chr18"	62186258	62188257	2000	"+"	"ENSG00000134444"	"KIAA1468"	3
"chr16"	81076268	81078267	2000	"-"	"ENSG00000166455"	"C16orf46"	0
"chr8"	38224218	38226217	2000	"+"	"ENSG00000085788"	"DDHD2"	1
"chr9"	137039437	137041436	2000	"-"	"ENSG00000279073"	"RP11-229P13.27"	15
"chr7"	47581559	47583558	2000	"-"	"ENSG00000136205"	"TNS3"	3
"chr14"	69190511	69192510	2000	"+"	"ENSG00000081177"	"EXD2"	2
"chr2"	177552015	177554014	2000	"-"	"ENSG00000196659"	"TTC30B"	0
"chr3"	100400193	100402192	2000	"+"	"ENSG00000206535"	"LNP1"	7
"chr2"	74177899	74179898	2000	"-"	"ENSG00000114978"	"MOB1A"	2
"chr14"	21383267	21385266	2000	"-"	"ENSG00000092201"	"SUPT16H"	0
"chr19"	49486554	49488553	2000	"+"	"ENSG00000142541"	"RPL13A"	2
"chr19"	58380061	58382060	2000	"-"	"ENSG00000152475"	"ZNF837"	4
"chr1"	229433099	229435098	2000	"-"	"ENSG00000143632"	"ACTA1"	0
"chr9"	137032011	137034010	2000	"-"	"ENSG00000180549"	"FUT7"	3
"chr11"	78138661	78140660	2000	"-"	"ENSG00000159063"	"ALG8"	2
"chr16"	81095404	81097403	2000	"-"	"ENSG00000140905"	"GCSH"	9
"chr17"	41834685	41836684	2000	"+"	"ENSG00000161594"	"KLHL10"	5
"chr19"	56196921	56198920	2000	"-"	"ENSG00000197213"	"ZSCAN5B"	1
"chr12"	10996876	10998875	2000	"-"	"ENSG00000255837"	"TAS2R20"	0
"chr12"	10985913	10987912	2000	"-"	"ENSG00000212126"	"TAS2R50"	0
"chr17"	18038210	18040209	2000	"-"	"ENSG00000171953"	"ATPAF2"	4
"chr16"	31114754	31116753	2000	"+"	"ENSG00000103510"	"KAT8"	0
"chrX"	55160311	55162310	2000	"-"	"ENSG00000182518"	"FAM104B"	26
"chr12"	10928236	10930235	2000	"+"	"ENSG00000134551"	"PRH2"	2
"chr20"	62815244	62817243	2000	"+"	"ENSG00000092758"	"COL9A3"	0
"chr6"	138691572	138693571	2000	"-"	"ENSG00000135540"	"NHSL1"	0
"chr6"	33276132	33278131	2000	"+"	"ENSG00000235863"	"B3GALT4"	1
"chr15"	101524203	101526202	2000	"-"	"ENSG00000140479"	"PCSK6"	1
"chr17"	16491154	16493153	2000	"-"	"ENSG00000181350"	"LRRC75A"	333
"chr3"	193592144	193594143	2000	"+"	"ENSG00000198836"	"OPA1"	1
"chr20"	3203686	3205685	2000	"-"	"ENSG00000198171"	"DDRGK1"	3
"chr19"	54447887	54449886	2000	"+"	"ENSG00000167615"	"LENG8"	2
"chr1"	177170497	177172496	2000	"+"	"ENSG00000198797"	"BRINP2"	1
"chr6"	24797890	24799889	2000	"-"	"ENSG00000260286"	"C6orf229"	3
"chr1"	93878919	93880918	2000	"-"	"ENSG00000067334"	"DNTTIP2"	1
"chr6"	41920140	41922139	2000	"-"	"ENSG00000124641"	"MED20"	0
"chr11"	65584395	65586394	2000	"+"	"ENSG00000213445"	"SIPA1"	343
"chr17"	82333075	82335074	2000	"-"	"ENSG00000141574"	"SECTM1"	0
"chr2"	161135908	161137907	2000	"+"	"ENSG00000136560"	"TANK"	1
"chr20"	2523703	2525702	2000	"-"	"ENSG00000088876"	"ZNF343"	2
"chr14"	21569745	21571744	2000	"-"	"ENSG00000169208"	"OR10G3"	5
"chr6"	33288302	33290301	2000	"+"	"ENSG00000204220"	"PFDN6"	6
"chr20"	32108506	32110505	2000	"+"	"ENSG00000101337"	"TM9SF4"	0
"chr19"	41087472	41089471	2000	"+"	"ENSG00000197838"	"CYP2A13"	3
"chr3"	52286089	52288088	2000	"+"	"ENSG00000168237"	"GLYCTK"	3
"chr16"	5065111	5067110	2000	"-"	"ENSG00000153446"	"C16orf89"	1
"chr6"	20533457	20535456	2000	"+"	"ENSG00000145996"	"CDKAL1"	3
"chr18"	50966991	50968990	2000	"+"	"ENSG00000141642"	"ELAC1"	0
"chr14"	49692105	49694104	2000	"+"	"ENSG00000197776"	"KLHDC1"	1
"chr2"	176103216	176105215	2000	"+"	"ENSG00000128713"	"HOXD11"	1
"chr21"	14215130	14217129	2000	"+"	"ENSG00000185272"	"RBM11"	0
"chr4"	176276572	176278571	2000	"-"	"ENSG00000164122"	"ASB5"	0
"chr2"	73779158	73781157	2000	"-"	"ENSG00000144048"	"DUSP11"	3
"chr6"	31705885	31707884	2000	"+"	"ENSG00000204424"	"LY6G6F"	22
"chr2"	224401086	224403085	2000	"-"	"ENSG00000124019"	"FAM124B"	3
"chr13"	109785569	109787568	2000	"-"	"ENSG00000185950"	"IRS2"	8
"chr5"	180898077	180900076	2000	"+"	"ENSG00000113303"	"BTNL8"	0
"chr12"	121038243	121040242	2000	"-"	"ENSG00000135114"	"OASL"	4
"chr6"	33419070	33421069	2000	"+"	"ENSG00000197283"	"SYNGAP1"	2
"chr14"	37595060	37597059	2000	"-"	"ENSG00000129514"	"FOXA1"	1
"chr8"	10524546	10526545	2000	"+"	"ENSG00000184647"	"PRSS55"	0
"chr15"	41492393	41494392	2000	"+"	"ENSG00000137825"	"ITPKA"	0
"chr11"	118678691	118680690	2000	"-"	"ENSG00000118094"	"TREH"	3
"chr10"	59175590	59177589	2000	"+"	"ENSG00000165443"	"PHYHIPL"	0
"chr6"	24719837	24721836	2000	"-"	"ENSG00000112308"	"C6orf62"	25
"chr7"	1570006	1572005	2000	"-"	"ENSG00000157778"	"PSMG3"	7
"chr9"	78296143	78298142	2000	"+"	"ENSG00000135069"	"PSAT1"	1
"chr6"	136791519	136793518	2000	"-"	"ENSG00000197442"	"MAP3K5"	3
"chrX"	100819359	100821358	2000	"+"	"ENSG00000101811"	"CSTF2"	0
"chr19"	18895097	18897096	2000	"-"	"ENSG00000130283"	"GDF1"	6
"chr2"	113106214	113108213	2000	"+"	"ENSG00000136689"	"IL1RN"	1
"chr2"	64750006	64752005	2000	"-"	"ENSG00000179833"	"SERTAD2"	89
"chr7"	19772599	19774598	2000	"-"	"ENSG00000173452"	"TMEM196"	1
"chr17"	7685071	7687070	2000	"+"	"ENSG00000141499"	"WRAP53"	13
"chr3"	10114592	10116591	2000	"+"	"ENSG00000254999"	"BRK1"	3
"chr8"	143552207	143554206	2000	"+"	"ENSG00000104518"	"GSDMD"	179
"chr14"	37594847	37596846	2000	"+"	"ENSG00000139865"	"TTC6"	2
"chr6"	11537278	11539277	2000	"+"	"ENSG00000205269"	"TMEM170B"	10
"chr3"	194685544	194687543	2000	"+"	"ENSG00000185112"	"FAM43A"	3
"chr4"	139605700	139607699	2000	"-"	"ENSG00000145391"	"SETD7"	6
"chr9"	91949163	91951162	2000	"-"	"ENSG00000169071"	"ROR2"	0
"chr19"	13951492	13953491	2000	"+"	"ENSG00000132017"	"DCAF15"	22
"chr19"	54188883	54190882	2000	"-"	"ENSG00000125505"	"MBOAT7"	0
"chr1"	111988156	111990155	2000	"-"	"ENSG00000171385"	"KCND3"	2
"chrY"	24832820	24834819	2000	"+"	"ENSG00000205916"	"DAZ4"	0
"chr4"	154625945	154627944	2000	"+"	"ENSG00000121207"	"LRAT"	0
"chr9"	22445841	22447840	2000	"+"	"ENSG00000176399"	"DMRTA1"	25
"chr5"	134410899	134412898	2000	"-"	"ENSG00000237190"	"CDKN2AIPNL"	0
"chr16"	23277231	23279230	2000	"+"	"ENSG00000168447"	"SCNN1B"	5
"chr6"	31705904	31707903	2000	"+"	"ENSG00000250641"	"XXbac-BPG32J3.19"	22
"chr10"	101694296	101696295	2000	"-"	"ENSG00000107829"	"FBXW4"	0
"chr12"	131928200	131930199	2000	"+"	"ENSG00000177192"	"PUS1"	0
"chr2"	109128348	109130347	2000	"+"	"ENSG00000172985"	"SH3RF3"	1
"chr9"	28669287	28671286	2000	"-"	"ENSG00000174482"	"LINGO2"	1
"chr13"	43022203	43024202	2000	"+"	"ENSG00000120675"	"DNAJC15"	1
"chr3"	100400399	100402398	2000	"-"	"ENSG00000154174"	"TOMM70A"	5
